"numRecipients","Domain","replyToSameAddress","Weekday","Hour","percentLowerCase","numDigits","percentNonLetters","Size","numLinks","localSender","credit","porn","sucker","pharm","prescription","drugs","save","sex","discreet","free","sell","sale","asseenon","discount","newsletter","spam"
0,"fr","False","Thu",21,83.33,0,23.98,6168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,"jp","True","Fri",10,20.37,6,59.75,2154,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,"net","True","Thu",18,71.15,6,41.32,409,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,"edu","True","Thu",17,60.61,6,27.94,17410,12,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1
1,"com","True","Thu",19,64.41,0,36.25,37786,84,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
1,"com","True","Thu",21,71.79,0,27.95,6694,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,"com","True","Thu",20,78.95,0,44.26,1943,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,"uk","True","Thu",8,68.52,3,36.21,834,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1
1,"com","False","Thu",11,50,2,35.33,21193,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1,"com","True","Thu",6,60,2,37.77,32815,75,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,"com","True","Thu",11,72.5,0,29.51,2968,14,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1
1,"ie","True","Thu",10,61.11,2,36.4,18435,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,"com","True","Thu",6,73.33,6,40.92,413,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,"org","True","Thu",9,80,0,43.71,684,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,"ie","True","Thu",1,65.22,3,35.48,1040,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1,"com","True","Thu",8,72.88,0,40.65,4431,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,"com","True","Wed",23,62.12,4,40.74,486,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1,"com","True","Wed",22,64.52,4,35.89,1042,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1,"com","True","Wed",15,73.79,5,39.85,399,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,"com","True","Thu",0,68.18,0,22.98,3568,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,"com","True","Wed",23,87.5,0,39.29,1219,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,"net","True","Wed",16,70.59,2,31.06,1616,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,"com","False","Wed",20,46.38,10,61.18,63716,120,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
1,"org","True","Wed",12,79.63,0,62.54,31997,47,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
1,"com","True","Wed",17,70.59,0,38.3,1248,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,"ca","True","Wed",12,84.21,0,38.91,1231,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,"sa","False","Tue",23,0,0,21.31,779,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,"com","False","Wed",1,80,0,38.19,487,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,"com","False","Wed",1,69.35,0,38.36,524,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,"com","True","Tue",20,79.41,0,13.29,14417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,"jp","True","Wed",14,21.26,22,63.51,2976,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,"org","False","Wed",12,55.88,3,28.1,4046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"org","False","Wed",12,48.39,4,38.88,484644,242,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0
1,"com","True","Wed",4,62.12,3,40.48,18680,56,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1
1,"com","True","Wed",5,50,3,39.65,28979,107,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,"com","True","Wed",9,100,0,31.21,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"com","True","Wed",10,77.61,0,46.63,10214,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,"edu","True","Wed",10,65.31,3,30.19,3442,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Wed",11,60,3,54.62,1939,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Wed",11,65.31,3,40.93,4801,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Wed",11,12.5,0,13.76,471822,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
2,"edu","True","Wed",12,88.89,0,18.93,64352,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,"edu","True","Wed",12,72.73,1,27.21,2973,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Wed",12,55.56,3,31.36,1540,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Wed",13,52.94,3,11.15,4405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"com","True","Wed",13,60.29,6,41.2,12604,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,"com","True","Wed",13,75,0,37.32,4268,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,"edu","True","Wed",14,77.27,0,42.62,861,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Wed",14,65.31,3,20.47,1556926,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0
1,"edu","True","Wed",14,70.37,0,37.02,3874,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"de","True","Wed",22,87.5,0,29.09,2671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"edu","True","Wed",15,83.33,0,23.94,518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Wed",15,72.73,0,21.77,26050,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,"edu","True","Wed",16,53.33,0,29.64,1299,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"edu","True","Wed",14,72.09,0,38.85,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"com","True","Wed",16,44.44,0,27.06,5162,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,"edu","True","Wed",17,70.83,0,28.53,5023,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"edu","True","Wed",17,82.14,0,32.04,1629,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"edu","True","Wed",18,50,0,32.7,1682,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Wed",18,76.92,0,31.57,8300,17,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
1,"edu","True","Wed",19,100,0,26.15,195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Wed",21,65.31,3,9.1,23496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"edu","True","Wed",22,68.75,3,28.06,948,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"com","True","Wed",23,64.71,0,79.85,10456,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
2,"edu","True","Thu",1,79.12,0,17.75,1104,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,"com","True","Thu",0,76.47,0,35.53,30845,66,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
1,"org","False","Thu",12,48.39,4,41.73,429956,203,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1,"edu","True","Thu",5,86.67,0,32.93,1579,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"edu","True","Thu",9,72.09,0,30.87,2543,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Thu",9,85.71,0,26.39,341,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Thu",9,66.67,0,37.06,510,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Thu",9,77.59,0,25.27,186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Thu",10,85.19,0,8.39,639189,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,"edu","True","Thu",10,83.33,0,25.19,397,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"com","False","Thu",10,82.14,0,38.13,556,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"edu","True","Thu",10,68.75,0,30.57,628,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,"edu","True","Thu",11,44.44,6,29.01,6166,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Thu",12,73.33,0,46.68,1146,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Thu",12,73.33,0,88.9,3658836,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,"edu","True","Thu",14,39.29,3,36.58,3043,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Thu",14,59.57,7,50.52,766,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Thu",14,44.64,5,22.11,1384,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,"edu","True","Thu",14,50,3,36.28,3933,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Thu",16,56.86,7,29.72,784,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"com","True","Thu",14,58.11,1,44.04,15477,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1,"edu","True","Thu",17,74,0,28.25,3957624,8,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0
1,"com","True","Thu",16,53.33,2,49.13,3731,8,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
1,"edu","True","Thu",20,56.52,0,7.74,134365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Thu",20,65.31,3,28.89,3288,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"edu","True","Thu",22,70.13,8,34.98,6423,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"org","False","Fri",12,48.39,4,37.76,254496,132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,"no","True","Fri",12,65.96,0,32.59,4458,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,"edu","True","Fri",8,73.08,0,29.33,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Fri",8,49.02,0,39.79,5419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Fri",8,65.31,3,8.23,93864,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Fri",9,70.59,0,32.48,4237,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"com","False","Fri",7,66.67,0,33.85,58835,123,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,"edu","True","Fri",9,56.86,7,41.61,11475,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"edu","True","Fri",10,56.86,7,31.05,4096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Fri",10,78.05,0,44.09,4178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"com","True","Fri",10,46.88,0,28.14,7956,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,"com","True","Fri",11,100,0,11.68,602149,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,"edu","True","Fri",12,65.31,3,41.05,5505,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,"edu","True","Fri",12,65.31,3,41.06,5502,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,"edu","True","Fri",13,0,3,15.38,509267,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
1,"edu","False","Fri",13,77.78,0,36.4,2140,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Fri",13,47.69,7,23.68,6014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Fri",13,45.1,3,23.49,1405,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,"edu","True","Fri",14,85.71,0,24.31,11475,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Fri",14,100,0,27.61,134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Fri",15,77.78,0,31.51,1447,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Fri",15,72.58,2,31.81,7827,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Fri",15,82.35,0,27.19,2545,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"com","True","Fri",13,73.08,0,56.74,14196,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,"com","False","Fri",16,55,3,51.06,38536,53,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,"com","True","Fri",17,67.12,0,35.38,18080,63,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1,"edu","False","Fri",18,78.69,0,28.59,696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","False","Fri",19,75.38,0,32.7,1214,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"com","True","Fri",19,46.43,17,48.06,2909,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,"edu","True","Fri",22,56.86,7,34.85,10013,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"edu","True","Fri",23,72.13,1,23.57,4119,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"org","False","Sat",12,48.39,4,37.93,216390,120,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
1,"com","True","Sat",6,58.7,0,40.18,42936,71,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
1,"edu","True","Sat",11,57.89,0,29.54,931,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Sat",14,54.17,0,26.84,1684,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"de","True","Sat",23,92.31,0,22.07,1228,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"edu","True","Sat",21,50.72,4,34.53,3773,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"org","False","Sun",12,48.39,4,37.88,105712,51,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
1,"edu","True","Sun",12,79.17,0,22.22,225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"com","True","Sun",12,91.67,0,36.44,3672,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"de","True","Sun",22,83.33,0,32.52,2260,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"de","True","Sun",23,83.33,0,20.2,2542530,2,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0
1,"com","True","Sun",16,81.48,0,35.35,99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"com","True","Sun",16,78.57,0,22.4,183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"de","True","Mon",2,45.71,4,25.67,5221,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,"edu","True","Sun",22,12.5,0,30.99,342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Sun",22,12.5,0,12.59,4035,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"com","False","Sun",22,84.09,0,23.75,2695,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"edu","True","Mon",0,60,0,46.42,3292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"com","True","Mon",1,61.11,4,7.28,7935980,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,"edu","True","Mon",3,62.5,3,35.61,1067,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"dk","True","Mon",11,52.63,3,10.42,32633,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,"org","False","Mon",12,48.39,4,38.49,170320,75,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,"de","True","Mon",5,43.14,20,41.58,34305,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Mon",8,29.41,0,27.74,12276,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,"de","True","Mon",15,61.18,8,25.9,2869,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,"edu","True","Mon",9,80,0,32.73,9520,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15,"edu","True","Mon",9,70,0,7.74,64538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"com","False","Mon",12,58.33,2,44.25,17131,42,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
1,"edu","True","Mon",10,85.71,0,32.22,1437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"edu","True","Mon",10,82.76,0,28.39,10058,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Mon",10,70.97,0,30.58,9388,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,"edu","True","Mon",11,64.52,2,28.99,721,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Mon",11,75,0,21.93,269,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Mon",11,76,0,36.04,627,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Mon",11,58.33,0,45.95,1321,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"edu","True","Mon",12,92.31,0,8.06,66759,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"org","True","Mon",14,70,0,31.4,7689,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"org","True","Mon",14,70,0,31.34,7693,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Mon",15,73.68,0,14.41,5051,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"edu","True","Mon",17,65.31,3,45.85,6386,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,"com","True","Mon",17,80,0,31.38,188,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"com","True","Mon",19,50,0,35.12,2050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"com","True","Mon",19,50,0,37.23,2353,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
